model_id,model,effort,task,format,denominator,valid_n,valid,judge,qa_s,qa_p,qa_micro,jsem_filled_1_10,jsem_normalized,qa_s_correct,qa_p_correct,qa_s_total,qa_p_total,chamfer_distance,chamfer_distance_score,iou_csg,f_score_005,f_score_001,normal_consistency,no_open_edge,inverted_normal_score,non_manifold_edge_score,iou_measured_n,iou_inapplicable_n,geometry,topology
text2cad,Text2CAD,native,descriptive,json,100,91,0.91,0.14148361111111113,0.063187,,,2.978022,0.21978022222222224,23,0,364,0,,,,,,,,,,,,,
text2cad,Text2CAD,native,parametric,json,100,98,0.98,0.13690466666666665,0.079082,0.165816,0.13690466666666665,,,31,130,392,784,0.006986,0.3014,0.1729,0.4357,0.080606,0.4733,0.98,0.98,0.972185,87,11,0.29278119999999996,0.977395
