denominator_per_cell,desc_judge,desc_valid,formats,geometry,model,model_id,param_judge,param_valid,text_p3d_score,topology
100,14.148361111111113,91.0,json,25.70515,Text2CAD,text2cad,13.690466666666664,98.0,17.847992592592593,97.7395
