model_id,task,format,uid,valid,qa_s_correct,qa_p_correct,qa_s,qa_p,jsem_filled_1_10,jsem_observed,jsem_normalized,judge,qa_micro,chamfer_distance,chamfer_distance_score,iou_csg,f_score_005,f_score_001,normal_consistency,no_open_edge,inverted_normal_score,non_manifold_edge_score,iou_measured,iou_inapplicable,geometry,topology
text2cad,parametric,json,0039/00397628,True,3,3,0.75,0.375,,,,0.5,0.5,0.004664,0.5336000000000001,0.2892,0.4401,0.0275,0.5516,1.0,1.0,1.0,True,False,0.35047500000000004,1.0
text2cad,parametric,json,0008/00089777,True,0,0,0.0,0.0,,,,0.0,0.0,0.008003,0.1997000000000001,0.0624,0.1591,0.0198,0.5518,1.0,1.0,1.0,True,False,0.20842500000000003,1.0
text2cad,parametric,json,0075/00758810,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.002552,0.7448,0.197,0.5771,0.147,0.3651,1.0,1.0,1.0,True,False,0.363475,1.0
text2cad,parametric,json,0028/00284926,True,2,3,0.5,0.375,,,,0.4166666666666667,0.4166666666666667,0.000652,0.9348,0.4917,0.7952,0.1146,0.7511,1.0,1.0,1.0,True,False,0.57305,1.0
text2cad,parametric,json,0074/00741629,True,0,0,0.0,0.0,,,,0.0,0.0,0.002457,0.7543,0.4365,0.6891,0.1357,0.5907,1.0,1.0,1.0,True,False,0.4793,1.0
text2cad,parametric,json,0097/00973497,True,0,3,0.0,0.375,,,,0.25,0.25,0.002879,0.7121,0.0769,0.3922,0.0847,0.2121,1.0,1.0,1.0,True,False,0.27144999999999997,1.0
text2cad,parametric,json,0047/00474303,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.005631,0.43690000000000007,0.1874,0.3519,0.024,0.3932,1.0,1.0,1.0,True,False,0.260375,1.0
text2cad,parametric,json,0061/00616188,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.001706,0.8294,0.3395,0.6554,0.1562,0.4891,1.0,1.0,1.0,True,False,0.45355,1.0
text2cad,parametric,json,0005/00051572,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.001178,0.8822,0.3576,0.7956,0.2263,0.6096,1.0,1.0,1.0,True,False,0.518925,1.0
text2cad,parametric,json,0025/00253807,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.002316,0.7684,0.2277,0.6131,0.081,0.5813,1.0,1.0,1.0,True,False,0.4146,1.0
text2cad,parametric,json,0024/00242128,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.024831,0.0,0.0,0.2156,0.0251,0.4981,1.0,1.0,1.0,False,True,0.1308,1.0
text2cad,parametric,json,0029/00292492,True,1,3,0.25,0.375,,,,0.3333333333333333,0.3333333333333333,0.001008,0.8992,0.4614,0.802,0.0482,0.683,1.0,1.0,0.818182,True,False,0.52295,0.9393940000000001
text2cad,parametric,json,0054/00547865,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.004654,0.5346,0.2474,0.2155,0.0306,0.529,1.0,1.0,1.0,True,False,0.3354,1.0
text2cad,parametric,json,0005/00052091,False,0,0,0.0,0.0,,,,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
text2cad,parametric,json,0034/00344679,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.003735,0.6265000000000001,0.0331,0.6078,0.1014,0.6122,1.0,1.0,1.0,True,False,0.3433,1.0
text2cad,parametric,json,0092/00923543,True,1,1,0.25,0.125,,,,0.16666666666666666,0.16666666666666666,0.001375,0.8625,0.2027,0.6985,0.149,0.4567,1.0,1.0,1.0,True,False,0.417725,1.0
text2cad,parametric,json,0024/00242859,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.002191,0.7809,0.1764,0.5824,0.0388,0.5944,1.0,1.0,1.0,True,False,0.397625,1.0
text2cad,parametric,json,0079/00790247,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.013847,0.0,0.0872,0.2614,0.0793,0.3934,1.0,1.0,1.0,True,False,0.13997500000000002,1.0
text2cad,parametric,json,0084/00843879,True,0,0,0.0,0.0,,,,0.0,0.0,0.003603,0.6397,0.0,0.4767,0.0563,0.4306,1.0,1.0,1.0,False,True,0.28165,1.0
text2cad,parametric,json,0010/00108226,True,0,0,0.0,0.0,,,,0.0,0.0,0.001297,0.8703000000000001,0.4645,0.8473,0.2637,0.6821,1.0,1.0,0.97561,True,False,0.57015,0.99187
text2cad,parametric,json,0026/00268031,True,1,1,0.25,0.125,,,,0.16666666666666666,0.16666666666666666,0.027523,0.0,0.0097,0.2198,0.0681,0.3296,1.0,1.0,1.0,True,False,0.10185,1.0
text2cad,parametric,json,0022/00225399,True,1,2,0.25,0.25,,,,0.25,0.25,0.004835,0.5165,0.2911,0.4612,0.134,0.4769,1.0,1.0,1.0,True,False,0.35462499999999997,1.0
text2cad,parametric,json,0057/00570258,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.020555,0.0,0.0111,0.133,0.0199,0.2231,1.0,1.0,1.0,True,False,0.063525,1.0
text2cad,parametric,json,0010/00101896,True,0,0,0.0,0.0,,,,0.0,0.0,0.006429,0.3571000000000001,0.2625,0.3295,0.066,0.4523,1.0,1.0,1.0,True,False,0.28447500000000003,1.0
text2cad,parametric,json,0061/00619989,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.006628,0.33719999999999994,0.1823,0.3926,0.0594,0.5977,1.0,1.0,1.0,True,False,0.29414999999999997,1.0
text2cad,parametric,json,0022/00226013,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.015953,0.0,0.0145,0.2773,0.0576,0.5501,1.0,1.0,1.0,True,False,0.15555000000000002,1.0
text2cad,parametric,json,0052/00523563,True,1,1,0.25,0.125,,,,0.16666666666666666,0.16666666666666666,0.007042,0.29580000000000006,0.2661,0.2156,0.0229,0.5411,1.0,1.0,1.0,True,False,0.28147500000000003,1.0
text2cad,parametric,json,0036/00361447,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.014203,0.0,0.0319,0.261,0.0146,0.532,1.0,1.0,0.994505,True,False,0.144625,0.9981683333333334
text2cad,parametric,json,0070/00709862,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.006564,0.3436,0.3655,0.4759,0.0523,0.5084,1.0,1.0,1.0,True,False,0.31745,1.0
text2cad,parametric,json,0054/00541109,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.00758,0.242,0.0,0.2298,0.042,0.2906,1.0,1.0,1.0,False,True,0.14365,1.0
text2cad,parametric,json,0086/00866616,True,1,1,0.25,0.125,,,,0.16666666666666666,0.16666666666666666,0.002956,0.7044,0.095,0.5116,0.1539,0.5593,1.0,1.0,1.0,True,False,0.37815,1.0
text2cad,parametric,json,0027/00279318,True,1,2,0.25,0.25,,,,0.25,0.25,0.001583,0.8417,0.0782,0.6874,0.1266,0.508,1.0,1.0,0.97561,True,False,0.388625,0.99187
text2cad,parametric,json,0082/00827203,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.007232,0.27680000000000005,0.0763,0.0745,0.0202,0.6489,1.0,1.0,1.0,True,False,0.25555,1.0
text2cad,parametric,json,0039/00391450,True,2,0,0.5,0.0,,,,0.16666666666666666,0.16666666666666666,0.011962,0.0,0.0611,0.265,0.0244,0.6306,1.0,1.0,1.0,True,False,0.17902500000000002,1.0
text2cad,parametric,json,0013/00135378,True,0,0,0.0,0.0,,,,0.0,0.0,0.001356,0.8644000000000001,0.2848,0.7167,0.0824,0.5734,1.0,1.0,1.0,True,False,0.45125000000000004,1.0
text2cad,parametric,json,0093/00934405,True,0,3,0.0,0.375,,,,0.25,0.25,0.002704,0.7296,0.0,0.6344,0.099,0.5407,1.0,1.0,1.0,False,True,0.342325,1.0
text2cad,parametric,json,0056/00568816,True,0,1,0.0,0.125,,,,0.08333333333333333,0.08333333333333333,0.003331,0.6669,0.1364,0.5366,0.0812,0.492,1.0,1.0,1.0,True,False,0.344125,1.0
text2cad,parametric,json,0072/00728052,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.009783,0.021700000000000053,0.0968,0.3382,0.0319,0.4972,1.0,1.0,1.0,True,False,0.16190000000000002,1.0
text2cad,parametric,json,0021/00210983,True,0,2,0.0,0.25,,,,0.16666666666666666,0.16666666666666666,0.003243,0.6757,0.4406,0.4978,0.1014,0.6685,1.0,1.0,1.0,True,False,0.47154999999999997,1.0
text2cad,parametric,json,0046/00460772,True,0,0,0.0,0.0,,,,0.0,0.0,0.004007,0.5992999999999999,0.0868,0.466,0.1004,0.3762,1.0,1.0,1.0,True,False,0.29067499999999996,1.0
